城市,日期,最高气温,最低气温,当日天气,风向,,  
北京,2022-10-04 星期二 ,16,4,晴,西南风 1级,,
北京,2022-10-05 星期三 ,15,6,多云,西风 2级,,
北京,2022-10-06 星期四 ,18,4,多云,西南风 2级,,
北京,2022-10-07 星期五 ,19,9,多云,南风 2级,,
北京,2022-10-08 星期六 ,12,9,多云,西北风 2级,,
北京,2022-10-09 星期日 ,15,6,晴,北风 3级,,
北京,2022-10-10 星期一 ,18,3,晴,西北风 1级,,
北京,2022-10-11 星期二 ,20,5,晴,西南风 3级,,
北京,2022-10-12 星期三 ,20,8,多云,南风 1级,,
北京,2022-10-13 星期四 ,19,12,多云,南风 1级,,
北京,2022-10-14 星期五 ,22,10,多云,西风 1级,,
北京,2022-10-15 星期六 ,24,11,多云,北风 1级,,
北京,2022-10-16 星期日 ,19,5,晴,北风 1级,,
北京,2022-10-17 星期一 ,17,2,晴,西北风 2级,,
北京,2022-10-18 星期二 ,19,2,晴,西南风 1级,,
北京,2022-10-19 星期三 ,21,7,晴,东风 3级,,
北京,2022-10-20 星期四 ,18,7,多云,西北风 3级,,
北京,2022-10-21 星期五 ,22,10,多云,北风 1级,,
北京,2022-10-22 星期六 ,21,5,晴,南风 1级,,
北京,2022-10-23 星期日 ,22,4,晴,西北风 1级,,
北京,2022-10-24 星期一 ,20,6,晴,东风 1级,,
北京,2022-10-25 星期二 ,19,10,多云,西南风 1级,,
北京,2022-10-26 星期三 ,18,10,多云,东北风 3级,,
北京,2022-10-27 星期四 ,12,9,多云,南风 0级,,
北京,2022-10-28 星期五 ,13,9,多云,东南风 2级,,
北京,2022-10-29 星期六 ,14,8,多云,南风 1级,,
北京,2022-10-30 星期日 ,15,8,多云,东南风 1级,,
北京,2022-10-31 星期一 ,17,2,晴,西北风 2级,,
北京,2022-11-01 星期二 ,15,4,晴,东南风 1级,,
北京,2022-11-02 星期三 ,16,3,多云,东风 2级,,
北京,2022-11-03 星期四 ,13,0,多云,东北风 1级,,
北京,2022-11-04 星期五 ,14,-1,晴,西风 2级,,
北京,2022-11-05 星期六 ,16,4,晴,西南风 2级,,
北京,2022-11-06 星期日 ,12,4,多云,南风 1级,,
北京,2022-11-07 星期一 ,16,1,晴,西风 1级,,
北京,2022-11-08 星期二 ,16,3,多云,南风 2级,,
北京,2022-11-09 星期三 ,13,5,多云,东北风 1级,,
北京,2022-11-10 星期四 ,16,8,多云,西风 1级,,
北京,2022-11-11 星期五 ,12,10,小雨,东风 1级,,
北京,2022-11-12 星期六 ,11,0,多云,北风 3级,,
北京,2022-11-13 星期日 ,9,-1,晴,西南风 2级,,
北京,2022-11-14 星期一 ,12,0,晴,西北风 1级,,
北京,2022-11-15 星期二 ,17,0,雾,北风 2级,,
北京,2022-11-16 星期三 ,15,0,多云,东风 1级,,
北京,2022-11-17 星期四 ,15,4,多云,北风 1级,,
北京,2022-11-18 星期五 ,11,4,多云,南风 5级,,
北京,2022-11-19 星期六 ,14,5,多云,西风 2级,,
北京,2022-11-20 星期日 ,9,4,多云,东北风 2级,,
北京,2022-11-21 星期一 ,13,2,多云,东风 2级,,
北京,2022-11-22 星期二 ,11,0,多云,西南风 1级,,
北京,2022-11-23 星期三 ,13,2,多云,东风 1级,,
北京,2022-11-24 星期四 ,8,4,多云,东北风 1级,,
北京,2022-11-25 星期五 ,13,-2,雾,西北风 2级,,
北京,2022-11-26 星期六 ,4,-2,多云,东南风 3级,,
北京,2022-11-27 星期日 ,7,1,多云,西南风 1级,,
北京,2022-11-28 星期一 ,13,-5,多云,北风 3级,,
北京,2022-11-29 星期二 ,-5,-9,多云,西北风 4级,,
北京,2022-11-30 星期三 ,-1,-9,晴,西风 4级,,
北京,2022-12-01 星期四 ,0,-8,晴,西南风 1级,,
北京,2022-12-02 星期五 ,0,-6,多云,南风 2级,,
北京,2022-12-03 星期六 ,2,-9,多云,西北风 1级,,
北京,2022-12-04 星期日 ,2,-8,晴,东北风 1级,,
北京,2022-12-05 星期一 ,5,-8,多云,西北风 2级,,
北京,2022-12-06 星期二 ,6,-6,晴,西南风 1级,,
北京,2022-12-07 星期三 ,8,-5,多云,西风 1级,,
北京,2022-12-08 星期四 ,9,-5,多云,西北风 1级,,
北京,2022-12-09 星期五 ,7,-3,多云,西北风 2级,,
北京,2022-12-10 星期六 ,3,-5,晴,北风 1级,,
北京,2022-12-11 星期日 ,4,-4,多云,南风 2级,,
北京,2022-12-12 星期一 ,3,-6,多云,东北风 1级,,
北京,2022-12-13 星期二 ,-3,-10,多云,西风 1级,,
北京,2022-12-14 星期三 ,0,-7,多云,北风 1级,,
北京,2022-12-15 星期四 ,-1,-9,多云,北风 2级,,
北京,2022-12-16 星期五 ,-1,-12,多云,西北风 4级,,
北京,2022-12-17 星期六 ,-2,-11,多云,东北风 1级,,
北京,2022-12-18 星期日 ,0,-10,多云,东北风 2级,,
北京,2022-12-19 星期一 ,2,-9,晴,东风 1级,,
北京,2022-12-20 星期二 ,2,-7,多云,西南风 4级,,
北京,2022-12-21 星期三 ,0,-7,多云,西南风 4级,,
北京,2022-12-22 星期四 ,-1,-8,多云,北风 2级,,
北京,2022-12-23 星期五 ,0,-7,晴,东北风 3级,,
北京,2022-12-24 星期六 ,4,-7,晴,南风 3级,,
北京,2022-12-25 星期日 ,1,-7,多云,西北风 1级,,
北京,2022-12-26 星期一 ,3,-7,晴,西风 1级,,
北京,2022-12-27 星期二 ,1,-8,晴,西风 2级,,
北京,2022-12-28 星期三 ,3,-8,晴,西南风 5级,,
北京,2022-12-29 星期四 ,3,-9,晴,东北风 1级,,
北京,2022-12-30 星期五 ,4,-8,晴,东风 1级,,
北京,2022-12-31 星期六 ,6,-7,晴,东风 1级,,
广州,2022-01-01 星期六 ,23,10,多云,东南风 1级,,
广州,2022-01-02 星期日 ,23,12,晴,北风 0级,,
广州,2022-01-03 星期一 ,25,12,晴,北风 1级,,
广州,2022-01-04 星期二 ,25,15,多云,北风 0级,,
广州,2022-01-05 星期三 ,25,16,多云,西北风 1级,,
广州,2022-01-06 星期四 ,24,11,多云,东北风 1级,,
广州,2022-01-07 星期五 ,22,11,晴,东北风 1级,,
广州,2022-01-08 星期六 ,20,14,晴,东北风 2级,,
广州,2022-01-09 星期日 ,18,12,晴,东北风 1级,,
广州,2022-01-10 星期一 ,18,11,多云,东北风 2级,,
广州,2022-01-11 星期二 ,17,8,晴,东北风 1级,,
广州,2022-01-12 星期三 ,15,10,多云,东北风 2级,,
广州,2022-01-13 星期四 ,17,10,多云,东北风 1级,,
广州,2022-01-14 星期五 ,15,13,多云,东南风 2级,,
广州,2022-01-15 星期六 ,19,13,多云,北风 1级,,
广州,2022-01-16 星期日 ,23,13,多云,北风 2级,,
广州,2022-01-17 星期一 ,16,12,多云,南风 1级,,
广州,2022-01-18 星期二 ,15,12,多云,东南风 1级,,
广州,2022-01-19 星期三 ,20,10,晴,北风 1级,,
广州,2022-01-20 星期四 ,21,12,多云,北风 0级,,
广州,2022-01-21 星期五 ,20,15,多云,东南风 1级,,
广州,2022-01-22 星期六 ,23,16,多云,东风 1级,,
广州,2022-01-23 星期日 ,19,14,多云,北风 1级,,
广州,2022-01-24 星期一 ,19,14,阴,北风 1级,,
广州,2022-01-25 星期二 ,19,13,多云,东南风 1级,,
广州,2022-01-26 星期三 ,21,15,多云,东风 1级,,
广州,2022-01-27 星期四 ,23,17,多云,东南风 1级,,
广州,2022-01-28 星期五 ,19,12,多云,东北风 1级,,
广州,2022-01-29 星期六 ,15,9,多云,北风 1级,,
广州,2022-01-30 星期日 ,12,8,多云,东北风 2级,,
广州,2022-01-31 星期一 ,8,6,小雨,东北风 2级,,
广州,2022-02-01 星期二 ,11,8,中雨,北风 2级,,
广州,2022-02-02 星期三 ,10,7,小雨,北风 1级,,
广州,2022-02-03 星期四 ,10,7,小雨,北风 1级,,
广州,2022-02-04 星期五 ,15,6,多云,北风 2级,,
广州,2022-02-05 星期六 ,13,9,多云,东北风 1级,,
广州,2022-02-06 星期日 ,15,11,多云,东南风 1级,,
广州,2022-02-07 星期一 ,15,8,小雨,北风 1级,,
广州,2022-02-08 星期二 ,13,9,多云,北风 2级,,
广州,2022-02-09 星期三 ,13,9,阴,北风 1级,,
广州,2022-02-10 星期四 ,16,8,阴,北风 2级,,
广州,2022-02-11 星期五 ,22,13,多云,西北风 2级,,
广州,2022-02-12 星期六 ,20,15,多云,北风 1级,,
广州,2022-02-13 星期日 ,13,9,多云,北风 1级,,
广州,2022-02-14 星期一 ,21,10,晴,北风 2级,,
广州,2022-02-15 星期二 ,21,12,多云,北风 1级,,
广州,2022-02-16 星期三 ,20,13,多云,南风 2级,,
广州,2022-02-17 星期四 ,16,13,小雨,东风 1级,,
广州,2022-02-18 星期五 ,17,10,多云,北风 2级,,
广州,2022-02-19 星期六 ,9,5,中雨,北风 2级,,
广州,2022-02-20 星期日 ,6,4,大雨,东南风 2级,,
广州,2022-02-21 星期一 ,7,5,中雨,北风 2级,,
广州,2022-02-22 星期二 ,9,6,小雨,北风 2级,,
广州,2022-02-23 星期三 ,14,5,多云,北风 3级,,
广州,2022-02-24 星期四 ,16,6,多云,北风 1级,,
广州,2022-02-25 星期五 ,19,8,多云,东北风 1级,,
广州,2022-02-26 星期六 ,23,10,多云,北风 1级,,
广州,2022-02-27 星期日 ,25,13,多云,南风 1级,,
广州,2022-02-28 星期一 ,25,14,阴,南风 1级,,
广州,2022-03-01 星期二 ,14,-4,晴,西风 2级,,
广州,2022-03-02 星期三 ,25,16,阴,东南风 1级,,
广州,2022-03-03 星期四 ,26,17,多云,东南风 1级,,
广州,2022-03-04 星期五 ,28,17,晴,东南风 3级,,
广州,2022-03-05 星期六 ,27,20,晴,东南风 2级,,
广州,2022-03-06 星期日 ,23,14,阴,南风 2级,,
广州,2022-03-07 星期一 ,23,12,晴,北风 1级,,
广州,2022-03-08 星期二 ,25,10,晴,南风 2级,,
广州,2022-03-09 星期三 ,25,14,多云,东南风 2级,,
广州,2022-03-10 星期四 ,27,15,多云,南风 1级,,
广州,2022-03-11 星期五 ,27,16,晴,南风 3级,,
广州,2022-03-12 星期六 ,27,17,多云,南风 2级,,
广州,2022-03-13 星期日 ,27,18,晴,东南风 1级,,
广州,2022-03-14 星期一 ,28,19,晴,南风 1级,,
广州,2022-03-15 星期二 ,30,19,多云,东南风 1级,,
广州,2022-03-16 星期三 ,27,20,多云,南风 2级,,
广州,2022-03-17 星期四 ,27,19,阴,东南风 1级,,
广州,2022-03-18 星期五 ,27,22,多云,东风 1级,,
广州,2022-03-19 星期六 ,29,21,多云,东南风 1级,,
广州,2022-03-20 星期日 ,28,23,多云,东南风 3级,,
广州,2022-03-21 星期一 ,28,21,多云,东南风 2级,,
广州,2022-03-22 星期二 ,27,16,多云,北风 1级,,
广州,2022-03-23 星期三 ,16,12,小雨到中雨,北风 2级,,
广州,2022-03-24 星期四 ,16,13,多云,东风 1级,,
广州,2022-03-25 星期五 ,24,18,多云,南风 1级,,
广州,2022-03-26 星期六 ,27,16,多云,北风 2级,,
广州,2022-03-27 星期日 ,22,15,阴,北风 1级,,
广州,2022-03-28 星期一 ,21,13,多云,东北风 1级,,
广州,2022-03-29 星期二 ,21,17,多云,东风 1级,,
广州,2022-03-30 星期三 ,25,19,阴,西南风 1级,,
广州,2022-03-31 星期四 ,29,17,多云,北风 1级,,
广州,2022-04-01 星期五 ,16,13,多云,北风 2级,,
广州,2022-04-02 星期六 ,15,12,多云,北风 2级,,
广州,2022-04-03 星期日 ,23,10,晴,东北风 1级,,
广州,2022-04-04 星期一 ,26,11,晴,南风 1级,,
广州,2022-04-05 星期二 ,28,14,晴,东南风 1级,,
广州,2022-04-06 星期三 ,29,19,多云,东南风 1级,,
广州,2022-04-07 星期四 ,31,19,晴,南风 1级,,
广州,2022-04-08 星期五 ,31,19,晴,南风 1级,,
广州,2022-04-09 星期六 ,30,16,晴,南风 1级,,
广州,2022-04-10 星期日 ,31,17,晴,南风 2级,,
广州,2022-04-11 星期一 ,31,18,晴,南风 1级,,
广州,2022-04-12 星期二 ,30,20,多云,南风 1级,,
广州,2022-04-13 星期三 ,28,19,多云,北风 2级,,
广州,2022-04-14 星期四 ,30,18,晴,东北风 2级,,
广州,2022-04-15 星期五 ,29,20,多云,东南风 1级,,
广州,2022-04-16 星期六 ,24,18,多云,北风 2级,,
广州,2022-04-17 星期日 ,21,15,多云,北风 2级,,
广州,2022-04-18 星期一 ,19,15,多云,北风 1级,,
广州,2022-04-19 星期二 ,19,15,小雨到中雨,东南风 1级,,
广州,2022-04-20 星期三 ,22,17,多云,南风 1级,,
广州,2022-04-21 星期四 ,27,20,多云,南风 2级,,
广州,2022-04-22 星期五 ,30,22,多云,东南风 1级,,
广州,2022-04-23 星期六 ,29,22,多云,南风 1级,,
广州,2022-04-24 星期日 ,29,24,多云,南风 2级,,
广州,2022-04-25 星期一 ,31,24,多云,东南风 2级,,
广州,2022-04-26 星期二 ,32,25,多云,南风 1级,,
广州,2022-04-27 星期三 ,31,24,多云,南风 1级,,
广州,2022-04-28 星期四 ,31,25,多云,南风 1级,,
广州,2022-04-29 星期五 ,31,24,多云,北风 1级,,
广州,2022-04-30 星期六 ,31,16,小雨到中雨,东北风 1级,,
广州,2022-05-01 星期日 ,18,15,小雨到中雨,北风 3级,,
广州,2022-05-02 星期一 ,23,15,多云,东北风 1级,,
广州,2022-05-03 星期二 ,27,15,晴,东北风 1级,,
广州,2022-05-04 星期三 ,29,18,多云,南风 2级,,
广州,2022-05-05 星期四 ,30,21,多云,东南风 1级,,
广州,2022-05-06 星期五 ,30,21,多云,南风 2级,,
广州,2022-05-07 星期六 ,29,21,小雨,东风 1级,,
广州,2022-05-08 星期日 ,25,22,多云,东南风 1级,,
广州,2022-05-09 星期一 ,27,22,多云,东南风 2级,,
广州,2022-05-10 星期二 ,26,23,小雨到中雨,东南风 3级,,
广州,2022-05-11 星期三 ,27,22,小雨,东风 1级,,
广州,2022-05-12 星期四 ,25,22,阴,西北风 1级,,
广州,2022-05-13 星期五 ,27,22,多云,北风 3级,,
广州,2022-05-14 星期六 ,26,18,小雨,东南风 1级,,
广州,2022-05-15 星期日 ,23,16,多云,北风 2级,,
广州,2022-05-16 星期一 ,22,16,多云,北风 2级,,
广州,2022-05-17 星期二 ,27,17,多云,南风 1级,,
广州,2022-05-18 星期三 ,29,19,多云,南风 1级,,
广州,2022-05-19 星期四 ,31,23,多云,南风 1级,,
广州,2022-05-20 星期五 ,30,24,多云,东南风 3级,,
广州,2022-05-21 星期六 ,32,24,多云,东南风 1级,,
广州,2022-05-22 星期日 ,28,23,多云,东南风 1级,,
广州,2022-05-23 星期一 ,28,23,多云,东风 1级,,
广州,2022-05-24 星期二 ,27,24,多云,南风 1级,,
广州,2022-05-25 星期三 ,29,24,多云,东南风 1级,,
广州,2022-05-26 星期四 ,32,25,多云,南风 2级,,
广州,2022-05-27 星期五 ,30,24,多云,东南风 1级,,
广州,2022-05-28 星期六 ,32,26,多云,东南风 2级,,
广州,2022-05-29 星期日 ,33,25,多云,南风 2级,,
广州,2022-05-30 星期一 ,33,25,多云,东南风 1级,,
广州,2022-05-31 星期二 ,33,26,多云,南风 2级,,
广州,2022-06-01 星期三 ,33,26,多云,南风 1级,,
广州,2022-06-02 星期四 ,31,26,多云,东南风 2级,,
广州,2022-06-03 星期五 ,32,26,多云,南风 1级,,
广州,2022-06-04 星期六 ,32,28,多云,南风 4级,,
广州,2022-06-05 星期日 ,32,25,多云,南风 1级,,
广州,2022-06-06 星期一 ,31,24,多云,西北风 1级,,
广州,2022-06-07 星期二 ,29,22,小雨到大雨,东风 2级,,
广州,2022-06-08 星期三 ,27,24,多云,东南风 2级,,
广州,2022-06-09 星期四 ,30,24,多云,南风 1级,,
广州,2022-06-10 星期五 ,30,25,多云,东南风 1级,,
广州,2022-06-11 星期六 ,29,25,多云,东南风 1级,,
广州,2022-06-12 星期日 ,29,24,小雨到中雨,西南风 1级,,
广州,2022-06-13 星期一 ,31,24,多云,西风 1级,,
广州,2022-06-14 星期二 ,28,24,多云,北风 1级,,
广州,2022-06-15 星期三 ,27,23,暴雨到暴风雨,西风 1级,,
广州,2022-06-16 星期四 ,29,24,多云,东风 1级,,
广州,2022-06-17 星期五 ,31,25,多云,东南风 2级,,
广州,2022-06-18 星期六 ,30,25,多云,东南风 2级,,
广州,2022-06-19 星期日 ,29,25,多云,南风 2级,,
广州,2022-06-20 星期一 ,30,25,多云,东南风 2级,,
广州,2022-06-21 星期二 ,32,28,多云,南风 2级,,
广州,2022-06-22 星期三 ,33,26,多云,南风 2级,,
广州,2022-06-23 星期四 ,33,26,晴,东南风 3级,,
广州,2022-06-24 星期五 ,35,25,多云,南风 1级,,
广州,2022-06-25 星期六 ,35,25,多云,南风 2级,,
广州,2022-06-26 星期日 ,35,26,多云,南风 1级,,
广州,2022-06-27 星期一 ,35,25,多云,南风 2级,,
广州,2022-06-28 星期二 ,35,26,多云,南风 1级,,
广州,2022-06-29 星期三 ,35,26,多云,东南风 1级,,
广州,2022-06-30 星期四 ,34,25,多云,东风 1级,,
广州,2022-07-01 星期五 ,32,25,小雨,东北风 2级,,
广州,2022-07-02 星期六 ,29,25,小雨到暴风雨,东南风 2级,,
广州,2022-07-03 星期日 ,30,27,多云,南风 1级,,
广州,2022-07-04 星期一 ,29,26,多云,东南风 1级,,
广州,2022-07-05 星期二 ,30,24,大雨,南风 2级,,
广州,2022-07-06 星期三 ,31,26,多云,东南风 1级,,
广州,2022-07-07 星期四 ,31,26,多云,东南风 2级,,
广州,2022-07-08 星期五 ,33,26,多云,南风 1级,,
广州,2022-07-09 星期六 ,34,26,多云,东南风 1级,,
广州,2022-07-10 星期日 ,35,26,晴,南风 2级,,
广州,2022-07-11 星期一 ,35,26,晴,南风 1级,,
广州,2022-07-12 星期二 ,36,26,晴,南风 1级,,
广州,2022-07-13 星期三 ,36,26,晴,南风 1级,,
广州,2022-07-14 星期四 ,35,26,多云,东南风 3级,,
广州,2022-07-15 星期五 ,36,26,多云,南风 2级,,
广州,2022-07-16 星期六 ,35,26,多云,南风 2级,,
广州,2022-07-17 星期日 ,35,27,多云,南风 2级,,
广州,2022-07-18 星期一 ,35,28,多云,南风 1级,,
广州,2022-07-19 星期二 ,35,27,多云,南风 1级,,
广州,2022-07-20 星期三 ,35,27,多云,东南风 2级,,
广州,2022-07-21 星期四 ,36,26,晴,南风 2级,,
广州,2022-07-22 星期五 ,36,26,晴,西南风 1级,,
广州,2022-07-23 星期六 ,37,27,晴,东南风 3级,,
广州,2022-07-24 星期日 ,38,27,晴,南风 1级,,
广州,2022-07-25 星期一 ,38,27,晴,南风 1级,,
广州,2022-07-26 星期二 ,38,26,晴,南风 1级,,
广州,2022-07-27 星期三 ,38,27,晴,南风 2级,,
广州,2022-07-28 星期四 ,38,27,多云,南风 2级,,
广州,2022-07-29 星期五 ,38,27,多云,东南风 1级,,
广州,2022-07-30 星期六 ,37,25,多云,东风 2级,,
广州,2022-07-31 星期日 ,36,26,晴,南风 1级,,
广州,2022-08-01 星期一 ,36,26,多云,南风 1级,,
广州,2022-08-02 星期二 ,37,25,多云,东南风 2级,,
广州,2022-08-03 星期三 ,33,25,阴,东南风 1级,,
广州,2022-08-04 星期四 ,28,25,小雨,东南风 1级,,
广州,2022-08-05 星期五 ,31,25,多云,东风 1级,,
广州,2022-08-06 星期六 ,33,25,多云,南风 1级,,
广州,2022-08-07 星期日 ,34,25,多云,东南风 2级,,
广州,2022-08-08 星期一 ,33,25,多云,东南风 3级,,
广州,2022-08-09 星期二 ,30,24,小雨,东风 1级,,
广州,2022-08-10 星期三 ,30,25,小雨,东风 2级,,
广州,2022-08-11 星期四 ,30,25,小雨,东风 1级,,
广州,2022-08-12 星期五 ,28,25,多云,南风 1级,,
广州,2022-08-13 星期六 ,31,24,多云,南风 1级,,
广州,2022-08-14 星期日 ,34,25,多云,南风 3级,,
广州,2022-08-15 星期一 ,36,27,多云,南风 1级,,
广州,2022-08-16 星期二 ,34,26,阴,东南风 1级,,
广州,2022-08-17 星期三 ,32,26,多云,东南风 1级,,
广州,2022-08-18 星期四 ,31,25,大雨,东风 1级,,
广州,2022-08-19 星期五 ,32,25,多云,东风 1级,,
广州,2022-08-20 星期六 ,33,26,阴,东南风 1级,,
广州,2022-08-21 星期日 ,31,26,小雨,南风 1级,,
广州,2022-08-22 星期一 ,34,26,多云,西南风 1级,,
广州,2022-08-23 星期二 ,36,26,多云,东南风 1级,,
广州,2022-08-24 星期三 ,36,26,多云,东北风 1级,,
广州,2022-08-25 星期四 ,28,25,中雨,东风 1级,,
广州,2022-08-26 星期五 ,32,25,小雨,南风 1级,,
广州,2022-08-27 星期六 ,34,26,多云,南风 1级,,
广州,2022-08-28 星期日 ,36,26,多云,东南风 2级,,
广州,2022-08-29 星期一 ,33,26,多云,南风 1级,,
广州,2022-08-30 星期二 ,31,26,大雨,北风 1级,,
广州,2022-08-31 星期三 ,34,25,多云,东北风 1级,,
广州,2022-09-01 星期四 ,31,25,多云,北风 1级,,
广州,2022-09-02 星期五 ,31,25,多云,北风 1级,,
广州,2022-09-03 星期六 ,32,24,多云,北风 1级,,
广州,2022-09-04 星期日 ,33,24,多云,北风 2级,,
广州,2022-09-05 星期一 ,34,24,多云,北风 2级,,
广州,2022-09-06 星期二 ,35,25,多云,东南风 1级,,
广州,2022-09-07 星期三 ,32,24,多云,东南风 1级,,
广州,2022-09-08 星期四 ,34,25,多云,南风 1级,,
广州,2022-09-09 星期五 ,34,24,多云,西南风 2级,,
广州,2022-09-10 星期六 ,34,24,多云,南风 1级,,
广州,2022-09-11 星期日 ,34,24,多云,西风 1级,,
广州,2022-09-12 星期一 ,35,24,多云,东北风 1级,,
广州,2022-09-13 星期二 ,36,23,晴,西北风 1级,,
广州,2022-09-14 星期三 ,35,23,晴,北风 1级,,
广州,2022-09-15 星期四 ,35,23,晴,西南风 1级,,
广州,2022-09-16 星期五 ,35,23,晴,东北风 1级,,
广州,2022-09-17 星期六 ,35,24,多云,西南风 1级,,
广州,2022-09-18 星期日 ,37,25,多云,西南风 1级,,
广州,2022-09-19 星期一 ,35,25,多云,南风 1级,,
广州,2022-09-20 星期二 ,34,24,多云,东南风 1级,,
广州,2022-09-21 星期三 ,31,25,多云,东南风 1级,,
广州,2022-09-22 星期四 ,32,24,多云,南风 2级,,
广州,2022-09-23 星期五 ,32,24,多云,南风 1级,,
广州,2022-09-24 星期六 ,33,25,多云,东风 2级,,
广州,2022-09-25 星期日 ,34,24,多云,南风 1级,,
广州,2022-09-26 星期一 ,34,24,晴,南风 1级,,
广州,2022-09-27 星期二 ,33,24,多云,东风 3级,,
广州,2022-09-28 星期三 ,33,25,多云,东南风 1级,,
广州,2022-09-29 星期四 ,33,24,阴,东南风 1级,,
广州,2022-09-30 星期五 ,31,24,中雨,东南风 1级,,
广州,2022-10-01 星期六 ,32,24,多云,东南风 2级,,
广州,2022-10-02 星期日 ,34,24,多云,东南风 3级,,
广州,2022-10-03 星期一 ,34,25,多云,南风 2级,,
广州,2022-10-04 星期二 ,35,24,晴,南风 2级,,
广州,2022-10-05 星期三 ,33,24,多云,东南风 3级,,
广州,2022-10-06 星期四 ,34,23,多云,南风 2级,,
广州,2022-10-07 星期五 ,31,23,多云,北风 2级,,
广州,2022-10-08 星期六 ,29,21,多云,东南风 2级,,
广州,2022-10-09 星期日 ,30,19,多云,北风 3级,,
广州,2022-10-10 星期一 ,26,16,晴,北风 2级,,
广州,2022-10-11 星期二 ,27,16,晴,东北风 1级,,
广州,2022-10-12 星期三 ,29,17,晴,东北风 1级,,
广州,2022-10-13 星期四 ,30,16,晴,东北风 1级,,
广州,2022-10-14 星期五 ,31,18,晴,东北风 2级,,
广州,2022-10-15 星期六 ,31,19,晴,北风 1级,,
广州,2022-10-16 星期日 ,31,20,多云,北风 1级,,
广州,2022-10-17 星期一 ,29,19,多云,北风 3级,,
广州,2022-10-18 星期二 ,24,15,多云,北风 1级,,
广州,2022-10-19 星期三 ,25,19,多云,北风 1级,,
广州,2022-10-20 星期四 ,28,19,多云,南风 1级,,
广州,2022-10-21 星期五 ,32,19,晴,东南风 1级,,
广州,2022-10-22 星期六 ,34,20,多云,东风 1级,,
广州,2022-10-23 星期日 ,34,20,晴,东南风 1级,,
广州,2022-10-24 星期一 ,31,18,多云,东南风 1级,,
广州,2022-10-25 星期二 ,30,17,晴,东南风 2级,,
广州,2022-10-26 星期三 ,30,18,晴,南风 3级,,
广州,2022-10-27 星期四 ,31,21,晴,南风 2级,,
广州,2022-10-28 星期五 ,30,20,晴,东北风 1级,,
广州,2022-10-29 星期六 ,28,20,晴,北风 2级,,
广州,2022-10-30 星期日 ,28,19,晴,北风 1级,,
广州,2022-10-31 星期一 ,27,19,多云,北风 3级,,
广州,2022-11-01 星期二 ,26,19,多云,东北风 4级,,
广州,2022-11-02 星期三 ,19,18,小雨,北风 3级,,
广州,2022-11-03 星期四 ,20,18,小雨,东南风 2级,,
广州,2022-11-04 星期五 ,21,17,小雨,北风 2级,,
广州,2022-11-05 星期六 ,20,16,多云,西北风 1级,,
广州,2022-11-06 星期日 ,19,16,小雨,东北风 1级,,
广州,2022-11-07 星期一 ,21,18,小雨,东北风 1级,,
广州,2022-11-08 星期二 ,21,18,小雨,东风 1级,,
广州,2022-11-09 星期三 ,27,18,多云,南风 1级,,
广州,2022-11-10 星期四 ,28,19,多云,东南风 1级,,
广州,2022-11-11 星期五 ,30,20,多云,北风 1级,,
广州,2022-11-12 星期六 ,29,19,多云,北风 1级,,
广州,2022-11-13 星期日 ,31,19,晴,北风 1级,,
广州,2022-11-14 星期一 ,28,20,多云,北风 1级,,
广州,2022-11-15 星期二 ,27,20,多云,北风 2级,,
广州,2022-11-16 星期三 ,26,21,多云,东南风 1级,,
广州,2022-11-17 星期四 ,27,20,多云,东南风 1级,,
广州,2022-11-18 星期五 ,29,20,多云,西北风 1级,,
广州,2022-11-19 星期六 ,29,19,多云,北风 3级,,
广州,2022-11-20 星期日 ,29,20,多云,北风 1级,,
广州,2022-11-21 星期一 ,29,19,多云,东风 1级,,
广州,2022-11-22 星期二 ,23,20,小雨,北风 2级,,
广州,2022-11-23 星期三 ,22,19,小雨,北风 1级,,
广州,2022-11-24 星期四 ,22,19,中雨,西北风 2级,,
广州,2022-11-25 星期五 ,22,20,小雨,西南风 1级,,
广州,2022-11-26 星期六 ,22,20,小雨,东南风 1级,,
广州,2022-11-27 星期日 ,25,22,多云,东北风 1级,,
广州,2022-11-28 星期一 ,29,22,多云,东南风 1级,,
广州,2022-11-29 星期二 ,28,15,多云,西北风 3级,,
广州,2022-11-30 星期三 ,18,9,多云,北风 2级,,
广州,2022-12-01 星期四 ,12,9,多云,北风 2级,,
广州,2022-12-02 星期五 ,15,10,多云,北风 1级,,
广州,2022-12-03 星期六 ,19,12,多云,北风 2级,,
广州,2022-12-04 星期日 ,18,12,多云,北风 3级,,
广州,2022-12-05 星期一 ,14,9,多云,北风 3级,,
广州,2022-12-06 星期二 ,15,12,多云,北风 1级,,
广州,2022-12-07 星期三 ,20,11,多云,北风 2级,,
广州,2022-12-08 星期四 ,22,11,多云,北风 1级,,
广州,2022-12-09 星期五 ,21,12,晴,西北风 2级,,
广州,2022-12-10 星期六 ,21,11,晴,北风 2级,,
广州,2022-12-11 星期日 ,16,11,多云,北风 2级,,
广州,2022-12-12 星期一 ,17,9,晴,北风 1级,,
广州,2022-12-13 星期二 ,15,10,多云,北风 2级,,
广州,2022-12-14 星期三 ,14,10,多云,北风 2级,,
广州,2022-12-15 星期四 ,13,12,小雨,西北风 1级,,
广州,2022-12-16 星期五 ,15,8,小雨,北风 2级,,
广州,2022-12-17 星期六 ,13,4,多云,北风 2级,,
